vehicle_age,km_driven,mileage,engine,max_power,seats,selling_price,car_name_freq
5,72000,21.79,998,67.05,5,310000,717
3,58000,25.5,1498,98.6,5,950000,101
10,35000,19.81,1086,68.05,5,300000,410
2,32000,27.4,1498,98.63,5,850000,362
2,9100,22.0,1582,126.2,5,1325000,492
3,65000,22.48,1995,187.74,5,3950000,118
9,110000,20.0,1399,68.0,5,195000,271
8,60000,17.68,1968,174.33,5,1500000,64
5,24668,24.04,999,67.0,5,345000,306
4,17335,21.19,1396,88.73,5,820000,906
5,43000,22.0,1197,81.8,5,589000,781
5,29989,21.79,998,67.05,5,445000,717
5,19000,18.9,1197,82.0,5,535000,580
7,119000,14.0,2179,138.1,7,690000,100
6,50000,26.0,1498,98.6,5,750000,757
6,77000,23.95,998,67.05,5,245000,778
7,59571,18.9,1197,81.86,5,485000,580
8,74000,20.77,1248,88.8,7,655000,343
8,69000,19.62,1998,192.0,5,1575000,54
10,71000,25.83,1498,99.0,5,240000,271
3,10000,18.9,1197,81.86,5,555000,580
5,68000,26.59,1248,74.0,5,475000,890
4,40000,18.9,1197,81.86,5,549000,580
2,10000,20.3,1086,68.0,5,558000,139
6,81544,17.21,1197,103.6,5,685000,373
5,21000,15.0,2143,204.0,5,2675000,125
5,119775,16.38,1995,182.46,5,1690000,10
5,12000,23.1,998,67.04,5,475000,237
4,46000,16.0,2179,140.0,7,1100000,330
11,70000,13.7,1798,157.75,5,330000,93
9,25000,20.36,1197,78.9,5,375000,410
11,45000,18.9,1061,67.0,5,190000,717
2,35000,24.3,1248,88.5,5,975000,295
6,66032,17.0,1197,80.0,5,550000,906
8,55000,17.2,1197,103.6,5,660000,373
8,20000,18.5,1197,82.85,5,400000,906
5,65000,18.9,998,67.1,5,390000,717
4,13600,24.3,1248,88.5,5,825000,295
5,45222,30.46,796,47.3,5,299000,778
7,70000,21.14,1498,103.6,5,535000,182
2,20000,17.0,1591,121.3,5,990000,492
11,123000,12.8,2494,102.0,7,399000,545
7,103000,25.2,1248,74.0,5,500000,781
6,102506,25.2,1248,74.0,5,520000,781
4,45253,26.8,1462,103.0,7,775000,343
6,26678,17.21,1197,103.6,5,625000,373
2,8000,17.0,1591,121.3,5,1250000,492
9,120000,20.77,1248,88.76,7,360000,343
9,40000,18.9,998,67.1,5,350000,717
7,35144,18.6,1197,81.83,5,525000,906
7,57000,22.7,1498,89.84,5,735000,374
3,4740,18.7,1199,88.7,5,625000,175
11,100000,19.7,796,46.3,5,110000,778
8,113143,15.1,2179,140.0,7,649000,330
4,60000,28.4,1248,74.02,5,690000,890
7,60000,14.28,4134,385.0,5,3900000,16
7,51400,15.4,1997,120.0,7,895000,273
6,88102,26.0,1498,98.6,5,625000,757
7,30000,20.51,998,67.04,5,321000,717
4,28603,22.0,1197,81.8,5,565000,890
10,70000,16.07,1995,181.0,4,690000,152
7,55000,23.1,998,67.04,5,425000,237
3,39000,15.1,2179,152.87,7,1775000,330
6,100000,22.74,796,47.3,5,250000,778
3,11400,18.0,1497,117.6,5,1075000,757
10,68000,10.8,1984,132.0,5,1350000,99
13,80000,12.9,1799,130.0,5,210000,59
12,40000,17.5,1298,85.8,5,370000,890
3,40000,17.8,1198,86.7,5,610000,362
6,70000,16.6,1998,112.0,5,1550000,17
5,100000,26.59,1248,74.0,5,650000,890
4,52896,18.6,1197,81.83,5,555000,906
8,70000,24.0,1120,70.0,5,290000,580
4,68000,30.47,998,58.33,5,475000,237
12,89300,12.8,2494,102.0,7,395000,545
7,81000,28.4,1248,74.02,5,439000,890
6,55000,18.19,1197,103.2,5,599000,247
1,7066,18.15,998,118.35,5,1185000,58
9,60000,18.9,998,67.1,5,300000,717
3,18823,17.5,1199,88.7,5,840000,101
7,12000,18.9,1197,82.0,5,465000,580
5,39540,18.7,1199,88.7,5,562000,175
6,51127,23.1,998,67.04,5,475000,237
5,32967,16.2,1199,74.0,5,675000,373
2,19444,13.9,1498,105.0,5,1140000,218
6,60217,25.83,1498,99.0,5,540000,271
2,15000,17.0,1956,138.1,5,1750000,21
13,67000,14.0,1061,64.0,5,145000,717
8,72000,14.84,2143,167.62,5,1275000,118
5,60000,18.6,1197,81.83,5,565000,906
9,36000,17.66,2993,261.49,4,2300000,37
9,1325000,11.5,2987,210.0,5,1350000,125
4,44510,14.24,2755,174.5,7,2975000,187
7,38956,18.9,1197,82.0,5,435000,580
6,39000,19.12,1373,91.1,5,675000,346
8,28000,18.0,1198,86.7,5,350000,362
8,33000,18.9,998,67.1,5,313000,717
5,48200,18.0,1497,117.3,5,825000,757
5,40000,22.74,796,47.3,5,265000,778
12,160000,12.99,2494,100.6,7,560000,545
6,37000,14.84,2143,170.0,5,2399000,118
7,93000,23.4,1248,74.0,5,520000,890
2,5837,25.83,1498,99.0,5,845000,65
10,83000,22.9,1248,74.0,5,349000,781
18,90000,19.7,796,46.3,5,75000,778
10,78000,23.0,1396,90.0,5,325000,906
5,61304,18.16,1196,86.8,5,340000,271
2,22000,28.4,1248,74.02,5,925000,890
3,40000,24.7,796,47.3,5,295000,778
12,95721,20.36,1197,78.9,5,300000,410
10,76000,19.3,1248,73.9,5,385000,890
7,37000,18.5,1197,82.9,5,425000,906
9,50000,17.0,1197,80.0,5,395000,906
6,31700,19.0,1199,88.7,5,610000,175
3,25000,16.1,1950,191.7,5,5000000,125
4,22500,16.36,2179,140.0,7,1465000,273
3,30000,21.21,1197,81.8,5,600000,890
6,63000,18.7,1199,88.7,5,485000,175
10,12000,21.5,1197,81.8,5,290000,717
10,66600,19.08,1582,126.2,5,435000,492
3,28229,28.4,1248,74.02,5,799000,890
14,34000,13.9,1599,103.2,5,200000,492
6,68393,26.59,1248,74.0,5,650000,890
6,42000,20.73,1373,91.1,5,550000,346
3,43181,25.6,1498,97.9,5,1225000,757
4,21000,19.12,1373,91.1,5,795000,346
3,10000,20.89,1197,81.8,5,470000,73
5,20000,23.1,998,67.04,5,470000,237
2,4000,15.37,1196,73.0,5,420000,125
4,74000,16.8,1497,116.3,5,850000,757
5,45000,17.68,1968,174.33,5,2600000,64
8,60000,22.32,1582,126.3,5,475000,492
2,9000,18.78,999,75.0,5,649000,373
9,180000,12.8,2494,102.0,7,775000,545
4,42000,17.1,1956,170.0,5,1790000,39
4,2700,23.95,998,67.05,5,376000,778
8,90000,19.01,1461,108.45,5,550000,218
5,27000,19.5,1582,126.24,5,1395000,50
10,65000,20.0,1399,68.0,5,335000,271
13,112000,23.4,1248,74.0,5,310000,890
5,23000,21.66,1498,103.52,5,725000,182
5,36000,16.0,1997,140.0,7,900000,330
2,35000,28.4,1248,74.02,5,750000,890
10,24000,10.37,2979,306.0,2,3300000,6
2,25202,21.63,998,67.04,5,595000,237
6,80000,26.0,1498,98.6,5,550000,757
13,100000,17.8,1248,75.0,5,210000,781
7,95000,12.07,2967,241.4,7,2250000,23
6,28000,17.11,1968,174.33,5,1775000,99
9,57000,16.8,1497,116.4,5,415000,757
9,68000,21.79,998,67.05,5,265000,717
5,37000,16.0,2179,140.0,7,995000,330
3,66850,19.5,1968,141.0,5,2075000,59
7,68900,25.1,1498,98.6,5,655000,757
9,78231,22.9,1248,74.0,5,495000,781
9,91000,22.07,1199,73.9,5,385000,373
3,30000,21.21,1197,81.8,5,300000,890
4,33000,18.9,1197,81.86,5,435000,580
5,53000,25.8,1498,98.6,5,450000,362
5,62000,19.87,1461,83.8,5,700000,218
4,45000,24.3,1248,88.5,5,945000,295
4,20000,21.4,1197,83.1,5,480000,364
10,93456,15.37,1196,73.0,7,285000,125
5,31000,23.84,1199,84.0,5,365000,145
9,151000,20.0,1399,68.0,5,251000,271
9,68000,26.2,998,58.2,5,315000,717
4,70000,25.83,1498,99.0,5,500000,65
2,9000,17.09,2993,261.4,4,6500000,18
3,30000,17.0,1591,121.3,5,915000,492
11,93000,10.5,2179,120.0,8,475000,273
3,29000,13.68,2393,147.8,7,1775000,545
3,38000,17.3,1497,121.0,8,1100000,24
2,15230,21.63,998,67.05,5,475000,237
15,121153,19.7,796,46.3,5,100000,778
8,40000,20.5,1598,103.5,5,500000,182
5,50000,24.3,1248,88.5,5,800000,295
3,96644,15.04,2755,174.5,7,3175000,187
9,158648,11.49,4367,335.3,5,4000000,51
2,8500,24.04,999,67.0,5,425000,306
6,35000,23.1,998,67.04,5,460000,237
9,75000,12.55,2982,168.7,7,1175000,187
8,74000,20.77,1248,88.8,7,730000,343
4,19072,22.0,1197,81.8,5,499000,781
13,90000,20.36,1197,78.9,5,240000,410
9,48475,20.77,1248,88.8,7,675000,343
8,50000,16.5,1499,110.0,5,535000,374
10,82000,20.36,1197,78.9,5,375000,410
4,7600,19.33,1999,177.0,5,3500000,52
5,34000,21.19,1396,88.73,5,725000,906
7,55392,22.8,1373,80.9,7,650000,343
5,30000,23.1,998,67.04,5,500000,237
12,50000,20.36,1197,78.9,5,200000,410
5,38988,16.0,2179,140.0,7,1199000,330
4,36600,22.77,1498,98.59,5,750000,374
3,43772,25.8,1498,98.6,5,860000,362
5,55368,27.39,1248,74.0,5,690000,364
8,35000,19.7,1598,103.6,5,380000,373
6,50000,24.0,1120,70.0,5,345000,580
8,57000,21.79,998,67.05,5,235000,717
4,30000,18.15,1198,82.0,5,400000,66
8,74840,20.77,1248,88.8,7,630000,343
5,120000,24.3,1248,88.5,5,664000,295
4,15200,17.5,1199,88.7,5,781000,101
6,70000,20.4,1197,81.8,5,428000,781
6,82000,28.4,1248,74.0,5,555000,781
4,15996,23.1,998,67.04,5,450000,237
2,25000,18.6,1197,81.86,5,770000,906
17,48500,18.9,998,67.1,5,110000,717
4,44000,13.68,2393,147.8,7,2100000,545
6,44300,16.93,1197,103.2,5,625000,247
6,28375,26.59,1248,74.0,5,475000,890
9,29548,17.5,1298,85.8,5,330000,890
2,15000,23.01,999,67.0,5,400000,306
5,39000,20.51,998,67.0,5,395000,717
6,52000,18.12,1995,190.0,5,1850000,118
5,40000,24.3,1248,88.5,5,680000,295
11,72000,9.3,2771,193.1,5,385000,93
5,59265,19.81,1086,68.05,5,350000,410
13,44000,18.9,1061,67.0,5,165000,717
5,40000,19.3,1248,73.9,5,675000,890
5,70000,22.0,1197,81.8,5,525000,781
4,58000,25.2,1248,74.0,5,625000,781
4,9653,18.6,1197,81.83,5,560000,906
5,31000,32.26,998,58.2,4,325000,778
10,30680,23.0,1396,90.0,5,318000,906
3,20067,21.63,998,67.04,5,410000,237
6,82250,28.4,1248,74.0,5,525000,781
6,49000,18.9,1197,82.0,5,490000,580
4,58000,20.85,1197,83.14,5,725000,890
1,34000,18.56,1995,190.0,5,3500000,23
2,19000,11.36,2755,171.5,7,1900000,545
4,48000,18.9,1197,81.86,5,550000,580
4,28221,22.0,1197,81.8,5,680000,890
9,84000,23.0,1396,90.0,5,360000,906
2,20000,19.5,1199,88.76,5,825000,362
12,81000,19.81,1086,68.05,5,190000,410
11,70000,19.3,1248,73.9,5,325000,890
8,13000,20.92,998,67.1,5,215000,778
6,80000,26.0,1498,98.6,5,760000,757
9,47000,19.2,1197,80.0,5,395000,410
7,106380,20.6,1968,141.0,5,750000,59
5,23000,21.4,1197,83.1,5,650000,364
5,55000,25.83,1498,99.0,5,575000,271
6,52000,22.74,796,47.3,5,320000,778
3,35512,22.32,1582,126.3,5,885000,492
5,49000,17.8,1497,117.3,5,645000,757
10,58000,20.88,1196,61.7,5,295000,125
4,60000,23.1,998,67.04,5,530000,237
2,30000,21.4,1197,83.1,5,675000,364
12,126950,12.8,2494,102.0,7,775000,545
7,40000,19.3,1968,141.0,5,915000,59
3,20900,24.3,1248,88.5,5,995000,295
4,54000,18.6,1197,81.83,5,730000,906
9,65000,22.07,1199,73.9,5,365000,373
3,18000,21.4,1197,83.1,5,760000,364
11,64000,8.77,4395,402.0,5,1499000,37
3,60000,24.3,1248,88.5,5,1050000,295
7,76000,23.4,1248,74.0,5,540000,890
3,35000,24.04,999,67.0,5,375000,306
6,52627,24.0,1120,70.0,5,370000,580
4,100000,24.7,796,47.3,5,310000,778
2,24000,21.5,1497,108.5,5,900000,85
6,51118,23.1,998,67.04,5,450000,237
9,67000,20.77,1248,88.76,7,585000,343
3,25000,19.0,1194,94.68,5,650000,33
5,38400,22.7,799,53.64,5,295000,75
10,55845,20.36,1197,78.9,5,350000,410
10,65000,22.32,1582,126.32,5,445000,492
9,36905,17.0,1497,118.0,5,585000,757
5,30000,22.7,799,53.64,5,170000,75
4,40800,17.05,1995,184.0,5,2700000,54
7,35000,13.0,2987,210.0,5,2575000,37
4,80000,24.52,1248,88.5,7,725000,343
3,11297,24.7,1498,98.63,5,720000,362
5,70000,18.0,1198,86.7,5,550000,362
4,25565,21.4,1197,83.1,5,610000,364
6,120000,12.99,2494,100.6,8,1450000,545
5,23000,17.01,1591,121.3,5,625000,492
6,110000,20.0,1399,68.05,5,380000,271
9,155000,21.14,1498,103.52,5,340000,182
9,100000,19.1,1197,85.8,5,300000,890
9,73615,15.1,2179,140.0,7,625000,330
5,35000,18.12,1995,190.0,5,3750000,118
5,55202,18.88,1995,184.0,5,2900000,152
5,22169,23.1,998,67.04,5,490000,237
7,40000,22.32,1582,126.3,5,525000,492
9,42981,22.32,1582,126.32,5,495000,492
3,36000,17.6,2179,153.86,7,1600000,41
2,40000,26.1,1498,99.23,5,650000,65
4,70000,20.51,998,67.0,5,400000,717
8,90000,22.9,1248,74.0,5,430000,781
6,120000,22.54,1396,88.73,5,650000,906
6,70100,27.3,1498,98.6,5,595000,175
3,28000,22.37,2487,214.56,5,3990000,6
6,40000,19.34,1462,103.0,7,675000,343
5,52000,20.73,1373,91.1,5,650000,346
5,82706,22.77,1498,98.59,5,875000,374
4,83000,25.2,1248,74.0,5,630000,781
9,48900,14.84,2143,170.0,5,1395000,118
3,20306,15.1,2179,152.87,7,1899000,330
9,43940,19.81,1086,68.05,5,245000,410
4,140000,18.9,1197,81.86,5,380000,580
2,30000,16.0,1368,160.0,5,1600000,39
6,93292,19.64,1461,108.45,5,690000,218
11,60000,16.95,1197,78.9,5,375000,410
6,65000,14.69,2993,258.0,5,2600000,118
7,77000,20.77,1248,88.76,7,640000,343
4,35000,20.89,1197,81.8,5,575000,73
9,68000,19.01,1461,108.45,5,375000,218
3,40000,17.4,1497,117.6,5,850000,757
5,80000,20.85,1197,83.14,5,450000,890
4,8000,22.0,1197,81.8,5,645000,890
4,26000,20.73,1373,91.1,5,775000,346
5,42700,21.4,1197,83.1,5,610000,364
7,52000,12.7,2179,187.7,5,2400000,51
5,30000,18.7,1199,88.7,5,600000,175
6,72000,20.77,1248,88.8,7,786000,343
6,70000,20.14,1498,88.8,5,425000,373
2,37000,16.5,1493,70.0,7,950000,211
11,50000,10.13,3498,364.9,5,1751000,37
5,99110,16.0,2179,140.0,7,1180000,330
5,53500,25.83,1498,99.0,5,575000,65
3,13868,13.1,1997,141.1,5,3200000,28
8,94952,20.36,1197,78.9,5,395000,410
3,15000,19.27,2143,167.62,5,3200000,118
8,30000,18.9,998,67.1,5,285000,717
10,20000,18.9,998,67.1,5,250000,717
3,100000,17.3,1497,121.0,8,680000,24
8,64000,22.7,1498,89.84,5,525000,374
5,35000,15.85,1499,110.4,5,670000,374
3,9339,18.78,999,75.0,5,750000,373
11,40000,13.6,2523,63.0,7,380000,211
7,57258,25.8,1498,98.6,5,375000,362
6,39048,18.9,1197,82.0,5,530000,580
3,22000,24.3,1248,88.5,5,890000,295
7,98300,17.11,1968,174.33,5,1350000,99
3,11128,17.5,1373,80.46,7,875000,343
4,46871,24.7,796,47.3,5,279000,778
6,60000,26.59,1248,74.0,5,615000,890
5,100000,13.68,2393,147.8,8,1495000,545
4,50000,28.4,1248,74.02,5,600000,890
4,55000,11.1,2354,158.8,5,1750000,28
9,110000,19.3,1248,73.9,5,325000,890
4,51234,24.52,1248,88.5,7,881000,343
6,90000,16.36,2179,187.7,5,2500000,52
0,5000,21.7,998,67.0,5,500000,13
8,120000,19.01,1461,108.45,5,350000,218
6,55000,26.2,998,58.2,5,295000,717
6,50000,15.37,1196,73.0,5,335000,125
12,80000,16.8,1497,118.0,5,281000,757
4,60000,11.36,2755,171.5,7,1800000,545
9,69934,15.4,2179,120.0,8,478000,273
4,15000,17.5,1199,88.7,5,650000,101
9,90000,11.57,2179,138.1,7,330000,100
11,156000,19.3,1248,73.9,5,360000,890
3,25000,17.8,1198,86.7,5,650000,362
2,15000,19.01,1462,103.26,7,1045000,343
6,35000,20.51,998,67.06,5,295000,717
8,70000,23.4,1248,74.0,5,300000,890
5,51000,20.4,1197,81.8,5,525000,781
4,60000,18.9,1197,82.0,5,380000,580
5,50125,19.0,1197,85.8,5,640000,890
9,90000,23.0,1396,90.0,5,500000,906
2,30000,15.37,1196,73.0,5,345000,125
4,49000,17.5,1373,80.46,7,775000,343
4,24000,20.89,1197,81.8,5,545000,73
3,39000,21.14,1498,103.52,5,835000,182
10,71000,16.8,1497,116.4,5,325000,757
3,19000,22.0,1197,81.8,5,695000,781
5,58000,17.4,1497,117.3,5,700000,757
2,20000,21.21,1197,81.8,5,632000,890
8,63500,17.2,1968,138.1,5,731000,93
4,30000,17.6,2179,153.86,7,1250000,41
3,47000,17.6,2179,153.86,7,1200000,41
7,60000,18.9,1197,82.0,5,396000,580
7,165000,24.0,1120,70.0,5,416000,580
9,77775,19.3,1248,73.9,5,450000,890
4,60000,27.39,1248,74.0,5,700000,364
4,17550,19.67,1582,126.2,5,1335000,336
7,76000,17.68,1968,174.33,5,2150000,64
7,66000,18.56,1995,190.0,5,2150000,23
5,59000,14.67,1798,177.46,5,1850000,93
5,47000,28.09,1248,88.5,5,725000,346
6,110000,12.55,2982,168.5,7,2200000,187
6,40000,17.4,1497,117.3,5,800000,757
5,60000,23.1,998,67.04,5,470000,237
10,80000,19.71,2143,201.15,5,1090000,118
3,9300,18.6,1197,81.83,5,675000,906
4,29244,11.36,2755,171.5,7,1765000,545
6,75000,23.95,998,67.05,5,265000,778
3,29303,23.8,1499,98.97,5,665000,33
3,50000,23.95,998,67.05,5,390000,778
6,89000,15.1,2179,140.0,7,1235000,330
7,99220,19.3,1968,141.0,5,970000,59
9,177000,22.32,1582,126.32,5,350000,492
5,44000,26.6,998,58.16,5,375000,717
3,10000,19.0,1199,88.76,5,755000,362
4,26000,21.01,1197,81.8,5,749000,364
5,35000,23.95,998,67.05,5,280000,778
6,38000,18.9,1197,82.0,5,459000,580
5,27500,20.85,1197,83.14,5,500000,890
6,150000,21.19,1396,88.73,5,620000,906
8,40147,28.4,1248,74.0,5,520000,781
4,44500,28.4,1248,74.02,5,750000,890
6,56000,25.8,1498,98.6,5,474000,362
1,1900,16.5,1799,139.46,5,2150000,59
6,81465,18.6,1197,81.83,5,490000,906
8,149028,20.5,1598,103.5,5,273000,182
5,138000,19.87,1461,83.8,5,578000,218
9,60000,18.6,1197,85.8,5,300000,781
4,40000,23.9,1582,126.2,5,950000,492
12,87000,16.9,1497,100.0,5,299000,757
9,120000,20.0,1399,68.0,5,250000,271
6,94000,19.3,1248,73.9,5,650000,890
4,10000,25.6,1498,97.9,5,1100000,757
10,64690,16.55,1968,140.0,5,890000,99
2,40000,10.91,3198,197.0,7,3200000,47
6,100000,20.77,1248,88.8,7,740000,343
4,60000,20.89,1197,81.8,5,530000,73
5,32143,15.97,2993,258.0,5,4599000,25
5,56400,19.87,1461,83.8,5,650000,218
5,68000,19.3,1248,73.9,5,465000,890
2,10000,17.4,1197,81.86,5,780000,906
7,225000,22.32,1582,126.32,5,495000,492
5,36799,18.56,1995,187.7,5,3985000,23
14,80000,13.93,2179,138.0,7,350000,100
11,110000,15.37,1196,73.0,7,180000,125
9,70000,19.0,1086,68.1,5,285000,410
6,33000,16.47,1198,73.9,5,615000,373
4,57000,23.01,999,67.0,5,425000,306
7,43000,23.1,998,67.04,5,375000,237
5,57000,17.19,1197,81.86,5,590000,906
5,110000,24.0,1120,70.0,5,480000,580
11,147500,13.5,2987,282.0,5,1385000,37
8,70000,22.9,1248,74.0,5,530000,781
2,2700,14.4,1598,103.6,5,1000000,247
1,8600,24.3,1248,88.5,5,1008000,295
4,36000,24.3,1248,88.5,5,895000,295
4,21918,22.7,799,53.64,5,269000,75
4,91346,15.04,2755,174.5,7,2950000,187
4,36000,16.0,1997,140.0,7,1400000,330
3,35000,16.36,2179,120.0,7,1200000,273
12,124000,17.8,1248,75.0,5,340000,781
7,63063,20.5,1598,103.5,5,495000,182
2,9000,22.48,1995,187.74,5,5000000,118
3,50000,25.17,799,53.3,5,250000,306
9,16000,19.81,1086,68.05,5,275000,410
4,20700,33.44,796,40.3,4,381000,778
5,56000,33.54,998,67.04,5,360000,717
10,74000,15.1,2179,140.0,7,770000,330
2,20000,17.0,1591,121.3,5,995000,492
6,30000,18.9,1197,82.0,5,495000,580
2,20214,21.01,1197,81.8,5,725000,364
7,100000,23.4,1248,74.0,5,365000,890
4,95000,17.03,1373,91.1,7,600000,343
4,23000,20.68,1995,188.0,5,2850000,54
8,34294,25.8,1498,98.6,5,425000,362
5,27275,17.4,1497,117.6,5,850000,757
4,87000,13.68,2393,147.51,8,1835000,545
7,56000,19.64,1461,108.45,5,525000,218
11,25000,18.9,998,67.1,5,175000,717
6,50000,16.36,2179,187.7,5,3000000,52
3,6500,30.48,1086,58.0,5,525000,139
4,30000,23.01,999,67.0,5,340000,306
6,35000,23.1,998,67.04,5,450000,237
6,117000,12.99,2494,100.6,8,1199000,545
8,60000,19.81,1086,68.05,5,230000,410
5,19000,18.9,1197,82.0,5,535000,580
7,90000,12.05,2179,120.0,7,600000,273
12,30000,20.36,1197,78.9,5,300000,410
4,39871,23.84,1199,84.0,5,460000,145
3,17000,20.51,998,67.0,5,515000,717
7,100000,15.96,2523,62.1,7,510000,211
4,167000,13.68,2393,147.8,7,1695000,545
7,132220,20.14,1498,88.8,5,450000,373
2,12000,24.3,1248,88.5,5,950000,295
8,48000,22.74,796,47.3,5,200000,778
7,64000,17.11,1968,174.33,5,1545000,99
11,100000,17.8,1248,75.0,5,217000,781
5,49000,18.6,1197,81.83,5,695000,906
5,8700,18.9,1197,82.0,5,450000,580
9,70000,11.79,2179,120.0,8,690000,273
2,25000,18.6,1197,81.86,5,775000,906
9,85508,18.6,1197,85.8,5,425000,781
4,91000,15.4,1997,120.0,7,915000,273
6,52000,26.59,1248,74.0,5,490000,890
17,50000,18.9,998,67.1,5,50000,717
6,156000,23.9,1582,126.2,5,900000,492
2,16876,23.84,1199,84.0,5,498000,145
6,49134,20.4,1197,81.8,5,450000,781
3,15000,17.4,1497,117.3,5,844000,757
6,30000,18.9,1197,82.0,5,450000,580
2,13500,21.4,1197,83.1,5,720000,364
11,80000,13.5,1799,130.0,5,240000,59
4,29852,26.6,998,58.16,5,431000,717
7,80000,15.1,2179,140.0,7,850000,330
8,92000,15.1,2179,140.0,7,885000,330
4,27000,24.3,1248,88.5,5,875000,295
7,30000,12.99,2494,100.6,7,1250000,545
7,84000,26.0,1498,98.6,5,400000,757
7,37540,16.93,1197,103.2,5,565000,247
8,20670,20.51,998,67.04,5,345000,717
5,30000,20.68,1995,188.0,5,2200000,54
8,147000,12.99,2494,100.0,8,925000,545
11,142500,16.73,2495,218.0,5,1150000,118
6,60000,17.4,1497,117.3,5,625000,757
5,66200,24.3,1248,88.5,5,750000,295
4,18900,22.7,799,53.64,5,245000,75
4,30503,22.0,1197,81.8,5,645000,890
8,64000,17.01,1591,121.3,5,525000,492
10,6708,18.5,1197,80.0,5,265000,906
6,68000,18.53,1968,187.74,5,2550000,64
9,70000,17.68,1968,174.33,5,1600000,64
1,150000,19.87,1461,108.5,5,600000,218
8,122772,12.05,2179,120.0,7,650000,273
3,35000,24.3,1248,88.5,5,734000,295
3,60000,21.38,1396,88.7,5,950000,336
4,20125,20.5,1598,103.5,5,800000,182
8,38000,19.1,1197,85.8,5,395000,890
1,5000,22.05,796,47.3,5,373000,778
10,89000,19.3,1248,73.9,5,360000,890
2,17000,20.52,1197,81.8,5,550000,717
1,2400,21.01,1197,81.8,5,700000,364
3,62000,24.3,1248,88.5,5,975000,295
4,43000,18.9,1197,82.0,5,550000,580
7,50000,11.3,2987,254.8,7,3650000,36
10,120000,26.2,998,58.2,5,250000,717
10,33111,19.7,796,46.3,5,205000,778
7,60000,14.6,998,61.6,5,350000,717
8,41000,10.0,2143,170.0,5,1450000,125
4,80000,18.6,1197,81.83,5,750000,906
7,98000,26.0,1498,98.6,5,595000,757
6,90431,20.45,1461,83.8,5,500000,218
7,63000,20.36,1197,78.9,5,295000,410
7,80000,25.8,1498,98.6,5,375000,362
6,126000,13.0,2982,168.5,7,1625000,187
5,29000,23.1,998,67.04,5,441000,237
5,58000,26.0,1498,98.6,5,625000,757
4,21000,18.1,1199,88.7,5,575000,362
8,60000,13.5,2987,282.0,5,2600000,37
3,20365,23.1,998,67.04,5,410000,237
8,80000,25.8,1498,98.6,5,300000,362
11,89226,20.0,1399,68.0,5,300000,271
6,70500,26.0,1498,98.6,5,650000,757
3,93550,24.3,1248,88.5,5,875000,295
9,85517,18.6,1197,85.8,5,425000,781
5,50000,14.3,1598,103.52,5,645000,182
3,50000,20.28,1462,103.25,5,900000,346
10,66000,18.9,998,67.1,5,245000,717
3,67806,19.67,1582,126.2,5,1295000,336
13,75000,17.92,1086,62.1,5,145000,139
5,53044,18.7,1199,88.7,5,555000,175
9,60000,16.09,1995,184.0,5,1350000,23
3,17000,21.79,998,67.05,5,445000,717
4,40000,21.63,998,67.0,5,500000,237
3,17716,23.8,1498,78.9,5,880000,362
4,40000,18.6,1197,81.83,5,590000,906
3,38000,13.68,2393,147.51,8,1775000,545
4,30000,19.72,1461,108.45,5,1150000,218
3,37000,17.5,1373,80.46,7,825000,343
7,150000,11.5,2982,169.0,7,1700000,187
5,55000,18.6,1197,81.83,5,500000,906
13,50000,19.3,1248,73.9,5,300000,890
6,61062,24.0,1120,70.0,5,337000,580
5,46000,22.69,1995,190.0,5,2650000,152
9,100581,15.2,1968,140.8,5,1299000,99
6,25800,21.4,1197,83.1,5,575000,364
6,70000,17.01,1591,121.4,5,525000,492
10,60000,16.73,2993,218.0,5,1450000,118
4,40423,14.7,1496,120.69,5,895000,374
8,72000,20.36,1197,78.9,5,275000,410
6,50000,16.09,1598,103.2,5,750000,247
3,13000,22.54,1396,88.73,5,875000,906
3,22072,21.01,1197,81.8,5,840000,364
9,39200,17.0,1197,80.0,5,345000,906
5,68000,18.16,1196,86.8,5,525000,271
3,21000,24.04,999,67.0,5,450000,306
8,54000,23.4,1248,74.0,5,475000,890
4,56000,18.9,1197,81.86,5,565000,580
5,44000,18.9,1197,82.0,5,410000,580
5,25000,25.32,1198,77.0,6,470000,66
6,70000,22.54,1396,88.73,5,595000,906
6,65785,21.14,1498,103.52,5,625000,182
9,71000,17.0,1197,80.0,5,410000,906
8,120000,22.07,1199,73.9,5,375000,373
5,44000,14.74,1991,181.03,5,2525000,118
7,40000,18.9,1197,82.0,5,495000,580
8,43000,17.4,1197,85.8,5,445000,890
3,50000,22.0,1582,126.2,5,1050000,492
2,7900,17.0,1197,110.0,5,850000,15
12,54000,16.1,1298,88.2,5,360000,781
5,120000,20.51,998,67.04,5,250000,717
10,148000,17.0,1197,80.0,5,210000,906
6,35000,23.95,998,67.05,5,275000,778
7,53000,18.0,1198,86.7,5,485000,362
3,47000,16.36,2179,140.0,7,1350000,273
10,50000,18.9,998,67.1,5,272000,717
8,77000,18.9,1197,82.0,5,425000,580
8,33000,12.07,2967,241.4,7,2900000,23
3,30000,20.68,1995,188.0,5,3250000,54
4,40000,21.21,1197,81.8,5,540000,781
6,60000,23.95,998,67.05,5,285000,778
5,52000,22.0,1197,81.8,5,650000,781
3,79000,17.6,2179,153.86,7,1550000,41
6,78000,25.6,1498,97.9,5,725000,757
